id/bioguide,id/thomas,id/lis,id/govtrack,id/opensecrets,id/votesmart,id/fec/0,id/fec/1,id/cspan,id/wikipedia,id/house_history,id/ballotpedia,id/maplight,id/icpsr,id/wikidata,id/google_entity_id,name/first,name/last,name/official_full,bio/birthday,bio/gender,bio/religion,terms/0/type,terms/0/start,terms/0/end,terms/0/state,terms/0/district,terms/0/party,terms/1/type,terms/1/start,terms/1/end,terms/1/state,terms/1/district,terms/1/party,terms/2/type,terms/2/start,terms/2/end,terms/2/state,terms/2/district,terms/2/party,terms/3/type,terms/3/start,terms/3/end,terms/3/state,terms/3/district,terms/3/party,terms/4/type,terms/4/start,terms/4/end,terms/4/state,terms/4/district,terms/4/party,terms/5/type,terms/5/start,terms/5/end,terms/5/state,terms/5/district,terms/5/party,terms/5/url,terms/6/type,terms/6/start,terms/6/end,terms/6/state,terms/6/district,terms/6/party,terms/6/url,terms/7/type,terms/7/start,terms/7/end,terms/7/state,terms/7/class,terms/7/party,terms/7/url,terms/7/address,terms/7/phone,terms/7/fax,terms/7/contact_form,terms/7/office,terms/8/type,terms/8/start,terms/8/end,terms/8/state,terms/8/party,terms/8/class,terms/8/url,terms/8/address,terms/8/phone,terms/8/fax,terms/8/contact_form,terms/8/office,terms/8/state_rank,terms/8/rss_url,terms/1/class,terms/1/url,terms/2/class,terms/2/url,terms/2/address,terms/2/phone,terms/2/fax,terms/2/contact_form,terms/2/office,terms/3/class,terms/3/url,terms/3/address,terms/3/phone,terms/3/fax,terms/3/contact_form,terms/3/office,terms/3/state_rank,terms/3/rss_url,name/middle,terms/7/district,terms/8/district,terms/9/type,terms/9/start,terms/9/end,terms/9/state,terms/9/district,terms/9/party,terms/9/url,terms/10/type,terms/10/start,terms/10/end,terms/10/state,terms/10/class,terms/10/party,terms/10/url,terms/10/address,terms/10/phone,terms/10/fax,terms/10/contact_form,terms/10/office,terms/11/type,terms/11/start,terms/11/end,terms/11/state,terms/11/party,terms/11/class,terms/11/url,terms/11/address,terms/11/phone,terms/11/fax,terms/11/contact_form,terms/11/office,terms/11/state_rank,terms/11/rss_url,terms/5/class,terms/6/class,terms/6/address,terms/6/phone,terms/6/fax,terms/6/contact_form,terms/6/office,terms/7/state_rank,terms/7/rss_url,name/nickname,name/suffix,terms/0/class,terms/0/url,terms/0/address,terms/0/phone,terms/0/fax,terms/0/contact_form,terms/0/office,terms/1/address,terms/1/phone,terms/1/fax,terms/1/contact_form,terms/1/office,terms/1/state_rank,terms/1/rss_url,terms/4/class,terms/4/url,terms/4/address,terms/4/phone,terms/4/fax,terms/4/contact_form,terms/4/office,terms/4/state_rank,terms/4/rss_url,terms/5/address,terms/5/phone,terms/5/fax,terms/5/contact_form,terms/5/office,terms/6/state_rank,terms/6/rss_url,other_names/0/last,terms/9/class,terms/9/address,terms/9/phone,terms/9/fax,terms/9/contact_form,terms/9/office,terms/9/state_rank,terms/9/rss_url,terms/9/caucus,terms/2/state_rank,terms/2/rss_url,leadership_roles/0/title,leadership_roles/0/chamber,leadership_roles/0/start,leadership_roles/0/end,leadership_roles/1/title,leadership_roles/1/chamber,leadership_roles/1/start,leadership_roles/1/end,leadership_roles/2/title,leadership_roles/2/chamber,leadership_roles/2/start,leadership_roles/2/end,leadership_roles/3/title,leadership_roles/3/chamber,leadership_roles/3/start,leadership_roles/3/end,leadership_roles/4/title,leadership_roles/4/chamber,leadership_roles/4/start,leadership_roles/4/end,leadership_roles/5/title,leadership_roles/5/chamber,leadership_roles/5/start,terms/10/state_rank,terms/10/rss_url,terms/5/state_rank,terms/5/rss_url,terms/0/state_rank,terms/0/rss_url,family/0/name,family/0/relation,family/1/name,family/1/relation,family/2/name,family/2/relation,family/3/name,family/3/relation,terms/10/district,terms/11/district,terms/12/type,terms/12/start,terms/12/end,terms/12/state,terms/12/district,terms/12/party,terms/12/url,terms/13/type,terms/13/start,terms/13/end,terms/13/state,terms/13/district,terms/13/party,terms/13/url,terms/13/address,terms/13/phone,terms/13/fax,terms/13/contact_form,terms/13/office,terms/14/type,terms/14/start,terms/14/end,terms/14/state,terms/14/party,terms/14/district,terms/14/url,terms/14/address,terms/14/phone,terms/14/fax,terms/14/contact_form,terms/14/office,terms/14/rss_url,terms/15/type,terms/15/start,terms/15/end,terms/15/state,terms/15/party,terms/15/district,terms/15/url,terms/15/address,terms/15/phone,terms/15/fax,terms/15/contact_form,terms/15/office,terms/15/rss_url,id/fec/2,terms/16/type,terms/16/start,terms/16/end,terms/16/state,terms/16/district,terms/16/party,terms/17/type,terms/17/start,terms/17/end,terms/17/state,terms/17/district,terms/17/party,terms/18/type,terms/18/start,terms/18/end,terms/18/state,terms/18/district,terms/18/party,terms/19/type,terms/19/start,terms/19/end,terms/19/state,terms/19/district,terms/19/party,terms/19/url,terms/20/type,terms/20/start,terms/20/end,terms/20/state,terms/20/district,terms/20/party,terms/20/url,terms/21/type,terms/21/start,terms/21/end,terms/21/state,terms/21/district,terms/21/party,terms/21/url,terms/22/type,terms/22/start,terms/22/end,terms/22/state,terms/22/district,terms/22/party,terms/22/url,terms/23/type,terms/23/start,terms/23/end,terms/23/state,terms/23/district,terms/23/party,terms/23/url,terms/23/address,terms/23/phone,terms/23/fax,terms/23/contact_form,terms/23/office,terms/24/type,terms/24/start,terms/24/end,terms/24/state,terms/24/party,terms/24/district,terms/24/url,terms/24/address,terms/24/phone,terms/24/fax,terms/24/contact_form,terms/24/office,terms/24/rss_url,terms/25/type,terms/25/start,terms/25/end,terms/25/state,terms/25/party,terms/25/district,terms/25/url,terms/25/address,terms/25/phone,terms/25/fax,terms/25/contact_form,terms/25/office,terms/25/rss_url,terms/12/address,terms/12/phone,terms/12/fax,terms/12/contact_form,terms/12/office,terms/12/rss_url,terms/13/rss_url,terms/16/url,terms/16/address,terms/16/phone,terms/16/fax,terms/16/contact_form,terms/16/office,terms/16/rss_url,terms/17/url,terms/17/address,terms/17/phone,terms/17/fax,terms/17/contact_form,terms/17/office,terms/17/rss_url,terms/18/url,terms/18/address,terms/18/phone,terms/18/fax,terms/18/contact_form,terms/18/office,terms/19/address,terms/19/phone,terms/19/fax,terms/19/contact_form,terms/19/office,terms/19/rss_url,terms/20/class,terms/20/state_rank,terms/20/phone,terms/20/office,terms/20/address,terms/20/contact_form,terms/21/class,terms/21/state_rank,terms/21/phone,terms/21/office,terms/21/address,terms/21/contact_form,terms/20/fax,terms/21/fax,terms/21/rss_url,terms/22/address,terms/22/phone,terms/22/fax,terms/22/contact_form,terms/22/office,terms/22/rss_url,terms/0/party_affiliations/0/start,terms/0/party_affiliations/0/end,terms/0/party_affiliations/0/party,terms/0/party_affiliations/1/start,terms/0/party_affiliations/1/end,terms/0/party_affiliations/1/party,terms/3/caucus,terms/18/rss_url,terms/5/party_affiliations/0/start,terms/5/party_affiliations/0/end,terms/5/party_affiliations/0/party,terms/5/party_affiliations/1/start,terms/5/party_affiliations/1/end,terms/5/party_affiliations/1/party,terms/20/rss_url,family/4/name,family/4/relation,terms/0/caucus
P000601,02035,,412443,N00031958,69521,H0MS04120,,61886,Steven Palazzo,20039,,1453,21148,Q24230,kg:/m/0c3y_s5,Steven,Palazzo,Steven M. Palazzo,1970-02-21,M,,rep,2011-01-05,2013-01-03,MS,4,Republican,rep,2013-01-03,2015-01-03,MS,4,Republican,rep,2015-01-06,2017-01-03,MS,4,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://palazzo.house.gov,,http://palazzo.house.gov,331 Cannon HOB; Washington DC 20515-2404,202-225-5772,202- 225-7074,http://palazzo.house.gov/contact/,331 Cannon House Office Building,,,,,,,,,,M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://palazzo.house.gov/,331 Cannon HOB; Washington DC 20515-2404,202-225-5772,202- 225-7074,,331 Cannon House Office Building,331 Cannon HOB; Washington DC 20515-2404,202-225-5772,202- 225-7074,http://palazzo.house.gov/contact/,331 Cannon House Office Building,,http://palazzo.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://palazzo.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000034,00887,,400308,N00000781,26951,H8NJ03073,S6NJ00263,6107,Frank Pallone,19321,,402,15454,Q965289,kg:/m/0g6t5w,Frank,Pallone,Frank Pallone Jr.,1951-10-30,M,Catholic,rep,1987-01-06,1989-01-03,NJ,6,Democrat,rep,1989-01-03,1991-01-03,NJ,3,Democrat,rep,1991-01-03,1993-01-03,NJ,3,Democrat,rep,1993-01-05,1995-01-03,NJ,6,Democrat,rep,1995-01-04,1997-01-03,NJ,6,Democrat,rep,1997-01-07,1999-01-03,NJ,6,Democrat,,rep,1999-01-06,2001-01-03,NJ,6,Democrat,,rep,2001-01-03,2003-01-03,NJ,,Democrat,,,,,,,rep,2003-01-07,2005-01-03,NJ,Democrat,,http://www.house.gov/pallone,,,,,,,,,,,,,,,,,,,,,,,,,,J.,6,6,rep,2005-01-04,2007-01-03,NJ,6,Democrat,http://www.house.gov/pallone,rep,2007-01-04,2009-01-03,NJ,,Democrat,http://www.house.gov/pallone,,,,,,rep,2009-01-06,2011-01-03,NJ,Democrat,,http://www.house.gov/pallone,,,,,,,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,rep,2011-01-05,2013-01-03,NJ,6,Democrat,http://www.house.gov/pallone,rep,2013-01-03,2015-01-03,NJ,6,Democrat,http://pallone.house.gov,237 Cannon HOB; Washington DC 20515-3006,202-225-4671,202-225-9665,https://pallone.house.gov/contact-me/email-me,237 Cannon House Office Building,rep,2015-01-06,2017-01-03,NJ,Democrat,6,https://pallone.house.gov,237 Cannon HOB; Washington DC 20515-3006,202-225-4671,202-225-9665,https://pallone.house.gov/contact-me/email-me,237 Cannon House Office Building,http://pallone.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237 Cannon HOB; Washington DC 20515-3006,202-225-4671,202-225-9665,http://www.house.gov/pallone/contact.shtml,237 Cannon House Office Building,,http://pallone.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000096,01510,,400309,N00000751,478,H6NJ08118,,45543,Bill Pascrell,19391,,403,29741,Q529090,kg:/m/03txs_,Bill,Pascrell,Bill Pascrell Jr.,1937-01-25,M,Catholic,rep,1997-01-07,1999-01-03,NJ,8,Democrat,rep,1999-01-06,2001-01-03,NJ,8,Democrat,rep,2001-01-03,2003-01-03,NJ,8,Democrat,rep,2003-01-07,2005-01-03,NJ,8,Democrat,rep,2005-01-04,2007-01-03,NJ,8,Democrat,rep,2007-01-04,2009-01-03,NJ,8,Democrat,http://pascrell.house.gov,rep,2009-01-06,2011-01-03,NJ,8,Democrat,http://pascrell.house.gov,rep,2011-01-05,2013-01-03,NJ,,Democrat,http://pascrell.house.gov,2370 Rayburn HOB; Washington DC 20515-3008,202-225-5751,202-225-5782,http://pascrell.house.gov/contact/,2370 Rayburn House Office Building,rep,2013-01-03,2015-01-03,NJ,Democrat,,http://pascrell.house.gov,2370 Rayburn HOB; Washington DC 20515-3009,202-225-5751,202-225-5782,https://pascrell.house.gov/contact/email-me,2370 Rayburn House Office Building,,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,,,,,,,,,,,http://www.pascrell.house.gov,,,,,,,,J.,8,9,rep,2015-01-06,2017-01-03,NJ,9,Democrat,http://pascrell.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,http://www.pascrell.house.gov,,,,,,,,,,,,,,,,,2370 Rayburn HOB; Washington DC 20515-3009,202-225-5751,202-225-5782,https://pascrell.house.gov/contact/email-me,2370 Rayburn House Office Building,,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000603,02082,S348,412492,N00030836,117285,S0KY00156,,9265241,Rand Paul,,Rand Paul,1497,41104,Q463557,kg:/m/05pdb7q,Rand,Paul,Rand Paul,1963-01-07,M,,sen,2011-01-05,2017-01-03,KY,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,https://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,202-228-1373,http://www.paul.senate.gov/?p=contact,167 Russell Senate Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junior,http://paul.senate.gov/rss/?p=news,Ronald Ernest Paul,son,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000594,01930,,412303,N00029391,3833,H8MN03077,,1030000,Erik Paulsen,20026,Erik Paulsen,785,20924,Q466085,kg:/m/0407tc8,Erik,Paulsen,Erik Paulsen,1965-05-14,M,,rep,2009-01-06,2011-01-03,MN,3,Republican,rep,2011-01-05,2013-01-03,MN,3,Republican,rep,2013-01-03,2015-01-03,MN,3,Republican,rep,2015-01-06,2017-01-03,MN,3,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://paulsen.house.gov,,http://paulsen.house.gov,127 Cannon HOB; Washington DC 20515-2303,202-225-2871,202-225-6351,https://paulsenforms.house.gov/contact-me,127 Cannon House Office Building,,http://paulsen.house.gov,127 Cannon HOB; Washington DC 20515-2303,202-225-2871,202-225-6351,https://paulsenforms.house.gov/contact-me,127 Cannon House Office Building,,http://paulsen.house.gov/common/rss//?rss=105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://paulsen.house.gov,,,,,,127 Cannon HOB; Washington DC 20515-2303,202-225-2871,202-225-6351,https://forms.house.gov/paulsen/contact-form.shtml,127 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://paulsen.house.gov/common/rss//?rss=105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000588,01738,,400313,N00012672,10655,H2NM02126,S0NM00041,12063,Steve Pearce (politician),20015,Steve Pearce,407,20337,Q947168,kg:/m/033t2h,Stevan,Pearce,Stevan Pearce,1947-08-24,M,,rep,2003-01-07,2005-01-03,NM,2,Republican,rep,2005-01-04,2007-01-03,NM,2,Republican,rep,2007-01-04,2009-01-03,NM,2,Republican,rep,2011-01-05,2013-01-03,NM,2,Republican,rep,2013-01-03,2015-01-03,NM,2,Republican,rep,2015-01-06,2017-01-03,NM,2,Republican,http://pearce.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/pearce,,http://www.house.gov/pearce,,,,,,,http://pearce.house.gov/,2432 Rayburn HOB; Washington DC 20515-3102,202-225-2365,,,2432 Rayburn House Office Building,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve,,,http://www.house.gov/pearce,,,,,,,,,,,,,,http://pearce.house.gov,2432 Rayburn HOB; Washington DC 20515-3102,202-225-2365,,https://pearce.house.gov/contact-me/email-me,2432 Rayburn House Office Building,,http://pearce.house.gov/rss.xml,2432 Rayburn HOB; Washington DC 20515-3102,202-225-2365,,https://pearce.house.gov/contact-me/email-me,2432 Rayburn House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pearce.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000197,00905,,400314,N00007360,26732,H8CA05035,,6153,Nancy Pelosi,19519,Nancy Pelosi,408,15448,Q170581,kg:/m/012v1t,Nancy,Pelosi,Nancy Pelosi,1940-03-26,F,Roman Catholic,rep,1987-01-06,1989-01-03,CA,5,Democrat,rep,1989-01-03,1991-01-03,CA,5,Democrat,rep,1991-01-03,1993-01-03,CA,5,Democrat,rep,1993-01-05,1995-01-03,CA,8,Democrat,rep,1995-01-04,1997-01-03,CA,8,Democrat,rep,1997-01-07,1999-01-03,CA,8,Democrat,,rep,1999-01-06,2001-01-03,CA,8,Democrat,,rep,2001-01-03,2003-01-03,CA,,Democrat,,,,,,,rep,2003-01-07,2005-01-03,CA,Democrat,,http://www.house.gov/pelosi,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,rep,2005-01-04,2007-01-03,CA,8,Democrat,http://www.house.gov/pelosi,rep,2007-01-04,2009-01-03,CA,,Democrat,http://www.house.gov/pelosi,,,,,,rep,2009-01-06,2011-01-03,CA,Democrat,,http://www.house.gov/pelosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minority Leader,house,2011-01-05,2013-01-03,Minority Leader,house,2013-01-03,2015-01-03,Minority Leader,house,2015-01-06,,,,,,,,,,,,,,,,,,,Thomas D?Alesandro Jr.,daughter,,,,,,,8,8,rep,2011-01-05,2013-01-03,CA,8,Democrat,http://www.house.gov/pelosi,rep,2013-01-03,2015-01-03,CA,12,Democrat,http://pelosi.house.gov,235 Cannon HOB; Washington DC 20515-0512,202-225-4965,202-225-8259,http://pelosi.house.gov/contact-me/email-me,235 Cannon House Office Building,rep,2015-01-06,2017-01-03,CA,Democrat,12,http://pelosi.house.gov,233 Cannon HOB; Washington DC 20515-0512,202-225-4965,202-225-8259,http://pelosi.house.gov/contact-me/email-me,233 Cannon House Office Building,http://pelosi.house.gov/atom.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235 Cannon HOB; Washington DC 20515-0508,202-225-4965,202-225-8259,http://www.house.gov/pelosi/contact/contact.html,235 Cannon House Office Building,,http://pelosi.house.gov/atom.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000593,01835,,412192,N00027510,2653,H6CO07023,,1021382,Ed Perlmutter,20024,Ed Perlmutter,679,20705,Q331507,kg:/m/07n9ns,Ed,Perlmutter,Ed Perlmutter,1953-05-01,M,,rep,2007-01-04,2009-01-03,CO,7,Democrat,rep,2009-01-06,2011-01-03,CO,7,Democrat,rep,2011-01-05,2013-01-03,CO,7,Democrat,rep,2013-01-03,2015-01-03,CO,7,Democrat,rep,2015-01-06,2017-01-03,CO,7,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://perlmutter.house.gov,,http://perlmutter.house.gov,1221 Longworth HOB; Washington DC 20515-0607,202-225-2645,202-225-5278,http://perlmutter.house.gov/IMA/issue_subscribe.htm,1221 Longworth House Office Building,,http://perlmutter.house.gov,1410 Longworth HOB; Washington DC 20515-0607,202-225-2645,202-225-5278,https://forms.house.gov/perlmutter/webforms/contact.shtml,1410 Longworth House Office Building,,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://perlmutter.house.gov,,,,,,,,,,,,,,http://perlmutter.house.gov,1410 Longworth HOB; Washington DC 20515-0607,202-225-2645,202-225-5278,https://forms.house.gov/perlmutter/webforms/contact.shtml,1410 Longworth House Office Building,,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000595,01929,S380,412305,N00029277,8749,H8MI09068,S4MI00355,50199,Gary Peters (politician),20028,Gary Peters,787,20923,Q1494930,kg:/m/02x0lnt,Gary,Peters,Gary C. Peters,1958-12-01,M,,rep,2009-01-06,2011-01-03,MI,9,Democrat,rep,2011-01-05,2013-01-03,MI,9,Democrat,rep,2013-01-03,2015-01-03,MI,14,Democrat,sen,2015-01-06,2021-01-03,MI,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://peters.house.gov,,http://peters.house.gov,1609 Longworth HOB; Washington DC 20515-2214,202-225-5802,202-226-2356,https://petersforms.house.gov/contact-us-form,1609 Longworth House Office Building,2,http://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,,,724 Hart Senate Office Building,junior,,C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://peters.house.gov,,,,,,1609 Longworth HOB; Washington DC 20515-2209,202-225-5802,202-226-2356,https://forms.house.gov/peters/contact-form.shtml,1609 Longworth House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://peters.house.gov/common/rss/?rss=22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000258,00910,,400316,N00004558,26926,H2MN07014,,23978,Collin Peterson,19595,Collin Peterson,410,29127,Q434458,kg:/m/02h2my,Collin,Peterson,Collin C. Peterson,1944-06-29,M,Lutheran,rep,1991-01-03,1993-01-03,MN,7,Democrat,rep,1993-01-05,1995-01-03,MN,7,Democrat,rep,1995-01-04,1997-01-03,MN,7,Democrat,rep,1997-01-07,1999-01-03,MN,7,Democrat,rep,1999-01-06,2001-01-03,MN,7,Democrat,rep,2001-01-03,2003-01-03,MN,7,Democrat,,rep,2003-01-07,2005-01-03,MN,7,Democrat,http://www.house.gov/collinpeterson,rep,2005-01-04,2007-01-03,MN,,Democrat,http://www.house.gov/collinpeterson,,,,,,rep,2007-01-04,2009-01-03,MN,Democrat,,http://collinpeterson.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,Clark,7,7,rep,2009-01-06,2011-01-03,MN,7,Democrat,http://collinpeterson.house.gov,rep,2011-01-05,2013-01-03,MN,,Democrat,http://collinpeterson.house.gov,2211 Rayburn HOB; Washington DC 20515-2307,202-225-2165,202-225-1593,http://collinpeterson.house.gov//email.html,2211 Rayburn House Office Building,rep,2013-01-03,2015-01-03,MN,Democrat,,http://collinpeterson.house.gov,2109 Rayburn HOB; Washington DC 20515-2307,202-225-2165,202-225-1593,https://collinpeterson.house.gov/contact-me/email-me,2109 Rayburn House Office Building,,http://collinpeterson.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,rep,2015-01-06,2017-01-03,MN,7,Democrat,http://collinpeterson.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204 Rayburn HOB; Washington DC 20515-2307,202-225-2165,202-225-1593,https://collinpeterson.house.gov/contact-me/email-me,2204 Rayburn House Office Building,http://collinpeterson.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000596,01953,,412306,N00029168,110894,H8PR00062,,1031305,Pedro Pierluisi,20030,,788,,Q2277878,kg:/m/02r7csl,Pedro,Pierluisi,Pedro R. Pierluisi,1959-04-26,M,,rep,2009-01-06,2013-01-03,PR,0,Democrat,rep,2013-01-03,2017-01-03,PR,0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pierluisi.house.gov,,,,,,,,,,,,,,,,,R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pierluisi.house.gov,1213 Longworth HOB; Washington DC 20515-5401,202-225-2615,202-225-2154,https://forms.house.gov/pierluisi/contact-form.shtml,1213 Longworth House Office Building,2410 Rayburn HOB; Washington DC 20515-5401,202-225-2615,202-225-2154,https://pierluisi.house.gov/contact/email-me,2410 Rayburn House Office Building,,http://pierluisi.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
